,Longitude,Latitude
1,-73.99280555,40.74291043
2,-73.90875171,40.75742717
3,-73.98884411,40.75854145
4,-73.90491672,40.7535128
5,-73.92114178,40.74045181
6,-73.95909151,40.76781471
7,-73.9708143,40.79090425
8,-73.91780327,40.75841935
9,-73.91470037,40.74889282
10,-73.9797386,40.7415063
11,-73.96036238,40.71303813
12,-73.95252635,40.77055693
13,-73.91510358,40.70720024
14,-73.98788056,40.7573172
15,-73.92867812,40.75928296
16,-73.98065317,40.73611028
17,-73.91956145,40.77909673
18,-73.98019472,40.73672777
19,-73.99981382,40.73327931
20,-73.98997361,40.71265476
21,-73.98649712,40.7443536
22,-73.99666374,40.73472026
23,-73.95698529,40.70308166
24,-73.97151734,40.79366563
25,-73.95160557,40.70121308
26,-73.97411326,40.79564244
27,-73.97411326,40.79564244
28,-73.99807442,40.74077248
29,-73.97113672,40.79692353
30,-73.9137008,40.76548956
31,-73.99383806,40.73860123
32,-73.93628063,40.77379337
33,-73.98954452,40.75757811
34,-73.97072839,40.76453554
35,-73.98154364,40.73903084
36,-73.93189042,40.76663258
37,-73.90991748,40.70413314
38,-73.97839261,40.74134137
39,-73.95311053,40.70999696
40,-73.97125373,40.78521453
41,-73.97973561,40.73948342
42,-73.98860481,40.74363196
43,-73.96735103,40.79819332
44,-73.95874954,40.77787405
45,-73.98886258,40.75597786
46,-73.9898113,40.75976844
47,-73.98159795,40.76448564
48,-73.92513047,40.75549021
49,-73.99670988,40.75029673
50,-73.9846003,40.72252158
51,-73.90997116,40.75785357
52,-73.90202883,40.77342076
53,-73.97847518,40.72033577
54,-73.98148456,40.73086519
55,-73.98915706,40.74303915
56,-73.99433159,40.74846314
57,-73.93680314,40.71777879
58,-73.9827581,40.75925159
59,-73.95483266,40.77152949
60,-73.97853707,40.78579526
61,-73.98610723,40.76229871
62,-73.94188309,40.70456269
63,-73.92375125,40.74638772
64,-73.92018334,40.7663451
65,-73.94787096,40.79585589
66,-73.91700601,40.75804549
67,-73.91603162,40.70920186
68,-73.94849281,40.748331
69,-73.91434801,40.76469406
70,-73.960603,40.76975851
71,-73.95431199,40.73056118
72,-73.93290836,40.79540076
73,-73.93963043,40.79447676
74,-73.99146089,40.76004854
75,-73.92014491,40.76828561
76,-73.94937419,40.71407409
77,-73.91763833,40.76336526
78,-73.9923012,40.76653992
79,-73.9923012,40.76653992
80,-73.98288902,40.71332365
81,-73.95665177,40.70572749
82,-73.90994026,40.70061711
83,-73.98792119,40.73229332
84,-73.94203236,40.76102787
85,-73.9849903,40.76891889
86,-73.95856788,40.76227288
87,-73.99991847,40.72694167
88,-73.96211013,40.76049551
89,-73.9866401,40.7692018
90,-73.9276293,40.74120813
91,-73.98429388,40.72153068
92,-73.93936309,40.79060105
93,-73.96930443,40.79943173
94,-73.90754171,40.75540058
95,-73.98585963,40.72133327
96,-73.94243189,40.75400701
97,-73.9898113,40.75976844
98,-73.94935941,40.7952582
99,-73.91244857,40.74592954
100,-73.97684138,40.79180864
101,-73.98992183,40.74498524
102,-73.91665191,40.74390978
103,-73.93752516,40.76339149
104,-73.99351297,40.74193608
105,-73.97555944,40.75212493
106,-73.94914747,40.79848316
107,-73.98391335,40.74366708
108,-73.93351174,40.76261522
109,-73.91900098,40.75898287
110,-73.97657424,40.74016078
111,-73.94787096,40.79585589
112,-73.99321106,40.76529112
113,-73.927305,40.77053554
114,-73.91665191,40.74390978
115,-73.94914747,40.79848316
116,-73.9033906,40.74560391
117,-73.92129223,40.74444552
118,-73.97056191,40.78998196
119,-73.91271527,40.70488462
120,-73.90174821,40.70422527
121,-73.95311053,40.70999696
122,-73.93517711,40.79844322
123,-73.98857114,40.7716558
124,-73.96088121,40.76324533
125,-73.94859866,40.70937746
126,-73.95396993,40.7086359
127,-73.94244592,40.71687324
128,-73.97423824,40.72464418
129,-73.92724166,40.7624193
130,-73.99137066,40.73210149
131,-73.99137066,40.73210149
132,-73.99128365,40.76284268
133,-73.98472473,40.73052257
134,-73.9237884,40.76123408
135,-73.97872217,40.72637978
136,-73.98085585,40.77166576
137,-73.98701501,40.73496386
138,-73.95003258,40.72600859
139,-73.97879171,40.77997097
140,-73.97929093,40.74212379
141,-73.96626496,40.76756451
142,-73.99310689,40.76033685
143,-73.98636805,40.74019529
144,-73.93951602,40.70574172
145,-73.98615918,40.72075416
146,-73.98356644,40.74553895
147,-73.98612252,40.75822826
148,-73.94616117,40.7574919
149,-73.988064,40.72066379
150,-73.91632869,40.74552895
151,-73.99512061,40.71787563
152,-73.96137558,40.77601129
153,-73.96137558,40.77601129
154,-73.98907537,40.73499976
155,-73.95841989,40.7102076
156,-73.97822737,40.7169185
157,-73.9921646,40.73088562
158,-73.92183075,40.7529903
159,-73.99963696,40.74372584
160,-73.95224154,40.7498532
161,-73.96659948,40.79159478
162,-73.97625544,40.723393
163,-73.98154364,40.73903084
164,-73.9446334,40.7108276
165,-73.97498494,40.78263809
166,-73.98770318,40.76010584
167,-73.92631569,40.7608295
168,-73.91269199,40.76672942
169,-73.94831747,40.77430169
170,-73.97333444,40.73830187
171,-73.95079188,40.72378018
172,-73.98324335,40.72438234
173,-73.98907157,40.75822857
174,-73.99336087,40.74724442
175,-73.99968752,40.73598564
176,-73.93659116,40.79651171
177,-73.95492219,40.70859236
178,-73.90215471,40.7074068
179,-73.95227519,40.79861625
180,-73.94059374,40.79152941
181,-73.94924105,40.71838605
182,-73.94382964,40.70582076
183,-73.99310985,40.73167343
184,-73.99239379,40.74602844
185,-73.98780695,40.76506011
186,-73.98561981,40.72928205
