,Longitude,Latitude
1,-73.979053,40.78726104
2,-73.98323145,40.7429808
3,-73.95889576,40.77496743
4,-73.90574701,40.70239237
5,-73.99437916,40.74074491
6,-73.95227519,40.79861625
7,-73.96492123,40.79644422
8,-73.97640743,40.78323949
9,-73.95686813,40.71136806
10,-73.91739079,40.7650284
11,-73.91959369,40.70454653
12,-73.9773809,40.7132184
13,-73.98733472,40.78050745
14,-73.98212549,40.76266321
15,-73.95018601,40.77173893
16,-73.94465152,40.75416455
17,-73.94546604,40.78650073
18,-73.94465152,40.75416455
19,-73.90723376,40.75622376
20,-73.91993365,40.75783347
21,-73.99512061,40.71787563
22,-73.9937401,40.74417307
23,-73.98789666,40.7282942
24,-73.91760966,40.74860399
25,-73.94429024,40.72436459
26,-73.99933403,40.72241557
27,-73.9569989,40.71554289
28,-73.98625429,40.71439456
29,-73.90939134,40.70115466
30,-73.94026537,40.75097571
31,-73.99372782,40.72131475
32,-73.94236052,40.79894383
33,-73.97974574,40.71803315
34,-73.98923053,40.71271508
35,-73.99082511,40.7634657
36,-73.95116273,40.72971999
37,-73.91028481,40.75814201
38,-73.97756926,40.72158996
39,-73.97170657,40.79880381
40,-73.96623737,40.77212901
41,-73.93999677,40.78872124
42,-73.98973016,40.70074246
43,-73.98019472,40.73672777
44,-73.99838169,40.71903401
45,-73.99082511,40.7634657
46,-73.90662845,40.7090958
47,-73.9860885,40.71371933
48,-73.98301703,40.76304487
49,-73.99433159,40.74846314
50,-73.98729707,40.71287957
51,-73.98729707,40.71287957
52,-73.94187234,40.79962153
53,-73.99167978,40.74156542
54,-73.9569989,40.71554289
55,-73.97885999,40.72409068
56,-73.95367098,40.76511732
57,-73.9684437,40.79415339
58,-73.94652698,40.79191658
59,-73.94263664,40.72580204
60,-73.92021448,40.74034687
61,-73.97868295,40.7587596
62,-73.95790263,40.71252673
63,-73.9529331,40.78759917
64,-73.97813296,40.7847961
65,-73.95637148,40.7151529
66,-73.93960334,40.72481237
67,-73.95063404,40.79074641
68,-73.99275391,40.75317304
69,-73.98934555,40.76039969
70,-73.93929239,40.75327804
71,-73.99970206,40.71178785
72,-73.9471311,40.72696522
73,-73.94855204,40.79781318
74,-73.96203149,40.71481181
75,-73.95183839,40.79330227
76,-73.96681323,40.76124628
77,-73.99492947,40.71713179
78,-73.91616163,40.74636323
79,-73.99282851,40.73077588
80,-73.93431703,40.79892855
81,-73.91581207,40.77451857
82,-73.98365361,40.75798914
83,-73.93224984,40.76464834
84,-73.98986569,40.71065931
85,-73.96989283,40.79216659
86,-73.97743059,40.75823237
87,-73.91099433,40.76202088
88,-73.97942009,40.72118408
89,-73.97942009,40.72118408
90,-73.94919303,40.7813835
91,-73.92325384,40.76777445
92,-73.96492123,40.79644422
93,-73.98137731,40.77895861
94,-73.98508648,40.75859592
95,-73.96882449,40.75992387
96,-73.94719978,40.79966526
97,-73.98018137,40.75734632
98,-73.99201218,40.7382196
99,-73.98016778,40.75447806
100,-73.97684138,40.79180864
101,-73.93194439,40.75974879
102,-73.99601386,40.74104964
103,-73.98794593,40.77506196
104,-73.9473149,40.74092238
105,-73.92673806,40.74110601
106,-73.98337767,40.76442003
107,-73.91775627,40.77893901
108,-73.99033113,40.7346458
109,-73.953467,40.71089189
110,-73.98672292,40.71596187
111,-73.98019709,40.74088058
112,-73.97581508,40.72399675
113,-73.96060789,40.76149684
114,-73.99734203,40.73667729
115,-73.98661223,40.76414873
116,-73.99594336,40.71358835
117,-73.97151734,40.79366563
118,-73.92461076,40.70122876
119,-73.98762955,40.76784875
120,-73.98078616,40.71288965
121,-73.94164739,40.75545036
122,-73.95394828,40.78175055
123,-73.98724873,40.72041668
124,-73.94509885,40.7938729
125,-73.96705231,40.79605784
126,-73.97974574,40.71803315
127,-73.91742901,40.74002651
128,-73.98615534,40.75658965
129,-73.93518599,40.73738644
130,-73.99121328,40.72161102
131,-73.98561539,40.74975516
132,-73.97779612,40.77699824
133,-73.97855821,40.75379982
134,-73.91644843,40.75940374
135,-73.93892362,40.79332634
136,-73.94606305,40.7493921
137,-73.94613078,40.71472862
138,-73.94032705,40.79897024
139,-73.9791553,40.72579248
140,-73.94842278,40.77819103
141,-73.99792708,40.72095808
142,-73.92069439,40.75553939
143,-73.99523034,40.74722805
144,-73.98165821,40.74231633
145,-73.96195987,40.77077178
146,-73.98165821,40.74231633
147,-73.98760306,40.73559248
148,-73.99658381,40.74536441
149,-73.98552371,40.73984386
150,-73.98323145,40.7429808
151,-73.93094338,40.76779853
152,-73.94926289,40.79395166
153,-73.97345623,40.79492317
154,-73.98566352,40.71059299
155,-73.94737895,40.76490876
156,-73.94737895,40.76490876
157,-73.99759166,40.71874031
158,-73.98018137,40.75734632
159,-73.98018137,40.75734632
160,-73.99731725,40.72480073
161,-73.91993365,40.75783347
162,-73.90339664,40.74144012
163,-73.96262605,40.79958621
164,-73.96626496,40.76756451
165,-73.98649712,40.7443536
166,-73.96661294,40.70713064
167,-73.93094152,40.76959085
168,-73.91239219,40.75587647
169,-73.94361399,40.79447877
170,-73.99587819,40.71744473
171,-73.92076566,40.71383014
172,-73.98418118,40.72517571
173,-73.98018137,40.75734632
174,-73.97640743,40.78323949
175,-73.97019296,40.79939354
176,-73.93936309,40.79060105
177,-73.99594336,40.71358835
178,-73.99594336,40.71358835
179,-73.91407405,40.70003015
180,-73.98187215,40.77831917
181,-73.98429388,40.72153068
182,-73.99207505,40.7254263
183,-73.98011903,40.78480469
184,-73.96989283,40.79216659
185,-73.99666374,40.73472026
186,-73.96316301,40.76911983
187,-73.98526046,40.75533244
